task_id,asset_id,department,maintenance_type,corridor_id,section_id,task_date,deadline,risk_score,priority_score,required_duration_minutes,required_team_size,preferred_start_minute,max_delay_tolerance_minutes,can_bundle
TASK-000174,AST-007482,Electrical / TRD,Switchgear Inspection,COR-001,SEC-0010,2025-03-28,2025-04-11,66.0,53.4,112,5,180,15,Yes
TASK-000175,AST-039831,Track / Civil Engineering,Rail Inspection,COR-010,SEC-0092,2026-02-21,2026-02-28,99.0,99.1,136,6,120,15,No
TASK-000176,AST-034656,Track / Civil Engineering,Ballast Tamping,COR-006,SEC-0052,2026-01-05,2026-01-12,48.9,37.9,163,2,324,30,No
TASK-000177,AST-040112,Track / Civil Engineering,Bridge Inspection,COR-011,SEC-0101,2026-02-23,2026-03-05,99.0,92.0,144,2,60,30,No
TASK-000178,AST-133784,Electrical / TRD,Catenary Repair,COR-003,SEC-0025,2028-11-02,2028-11-16,68.0,51.3,108,6,60,30,Yes
TASK-000179,AST-009932,Track / Civil Engineering,Rail Inspection,COR-009,SEC-0083,2025-04-23,2025-04-30,99.0,95.1,191,3,0,60,Yes
TASK-000180,AST-135943,Mechanical / Rolling Stock,Traction Motor Inspection,COR-015,SEC-0148,2028-11-23,2028-12-07,74.9,63.2,107,6,108,60,Yes
TASK-000181,AST-113520,Electrical / TRD,Catenary Repair,COR-012,SEC-0118,2028-03-29,2028-04-12,78.4,71.2,141,4,1031,60,Yes
TASK-000182,AST-058436,Signal & Telecommunications (S&T),Relay Testing,COR-001,SEC-0010,2026-09-12,2026-09-13,82.0,70.7,138,2,180,120,No
TASK-000183,AST-036297,Mechanical / Rolling Stock,Bearing Inspection,COR-004,SEC-0032,2026-01-18,2026-01-28,45.1,32.5,109,2,359,15,No
TASK-000184,AST-128007,Track / Civil Engineering,Ballast Tamping,COR-012,SEC-0112,2028-09-01,2028-09-03,83.8,64.9,109,3,820,0,Yes
TASK-000185,AST-000583,Track / Civil Engineering,Ballast Tamping,COR-013,SEC-0122,2025-01-09,2025-01-19,81.2,70.2,128,2,1380,60,Yes
TASK-000186,AST-087215,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-020,SEC-0194,2027-06-29,2027-07-02,89.8,89.7,93,6,1320,15,No
TASK-000187,AST-086794,Track / Civil Engineering,Sleeper Replacement,COR-010,SEC-0094,2027-07-08,2027-07-13,83.1,70.6,137,3,1090,30,Yes
TASK-000188,AST-008044,Track / Civil Engineering,Rail Inspection,COR-006,SEC-0055,2025-04-08,2025-04-22,87.3,83.3,168,3,60,0,Yes
TASK-000189,AST-030533,Track / Civil Engineering,Ballast Tamping,COR-009,SEC-0090,2025-11-17,2025-11-19,78.1,68.5,170,5,1409,0,Yes
TASK-000190,AST-146564,Track / Civil Engineering,Rail Grinding,COR-003,SEC-0022,2029-03-21,2029-03-24,89.7,87.5,140,5,401,30,Yes
TASK-000191,AST-095806,Electrical / TRD,Catenary Repair,COR-003,SEC-0030,2027-10-07,2027-10-08,87.1,83.5,207,6,1234,30,No
TASK-000192,AST-105499,Track / Civil Engineering,Turnout Maintenance,COR-014,SEC-0137,2028-01-13,2028-01-16,60.5,40.8,172,5,1424,30,Yes
TASK-000193,AST-050008,Track / Civil Engineering,Turnout Maintenance,COR-018,SEC-0178,2026-06-06,2026-06-08,69.7,55.3,134,2,1320,0,Yes
TASK-000194,AST-130779,Track / Civil Engineering,Turnout Maintenance,COR-003,SEC-0027,2028-10-07,2028-10-12,70.4,65.4,152,4,1109,60,Yes
TASK-000195,AST-118280,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-006,SEC-0059,2028-05-27,2028-05-29,63.9,43.6,107,4,416,30,Yes
TASK-000196,AST-128867,Track / Civil Engineering,Bridge Inspection,COR-015,SEC-0147,2028-09-17,2028-09-22,66.4,48.3,100,6,60,15,Yes
TASK-000197,AST-078559,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-014,SEC-0138,2027-04-06,2027-04-13,96.0,87.1,92,2,1320,15,Yes
TASK-000198,AST-075652,Signal & Telecommunications (S&T),Relay Testing,COR-011,SEC-0103,2027-03-06,2027-03-16,59.1,46.9,101,6,1009,15,No
TASK-000199,AST-082204,Track / Civil Engineering,Rail Inspection,COR-009,SEC-0086,2027-05-15,2027-05-25,75.5,69.8,161,5,1380,0,No
TASK-000200,AST-049304,Track / Civil Engineering,Sleeper Replacement,COR-001,SEC-0009,2026-06-07,2026-06-10,82.6,71.5,137,3,1302,0,No
TASK-000201,AST-146457,Electrical / TRD,Substation Maintenance,COR-015,SEC-0148,2029-03-19,2029-03-20,65.0,49.1,142,3,625,0,Yes
TASK-000202,AST-065802,Electrical / TRD,Catenary Repair,COR-015,SEC-0148,2026-11-28,2026-12-08,70.5,63.4,146,4,0,15,Yes
TASK-000203,AST-064235,Electrical / TRD,Transformer Inspection,COR-017,SEC-0162,2026-11-14,2026-11-16,89.2,81.7,120,4,0,60,Yes
TASK-000204,AST-114171,Track / Civil Engineering,Ballast Tamping,COR-006,SEC-0053,2028-04-12,2028-04-22,99.0,93.3,153,5,0,15,Yes
TASK-000205,AST-009039,Mechanical / Rolling Stock,Bearing Inspection,COR-016,SEC-0153,2025-04-19,2025-04-29,75.4,62.9,85,2,1330,60,Yes
TASK-000206,AST-041234,Signal & Telecommunications (S&T),Signal Inspection,COR-014,SEC-0132,2026-03-13,2026-03-23,88.8,88.9,152,3,120,30,Yes
TASK-000207,AST-053609,Track / Civil Engineering,Rail Grinding,COR-011,SEC-0108,2026-07-26,2026-08-02,92.7,88.8,164,5,0,15,No
TASK-000208,AST-068201,Electrical / TRD,Substation Maintenance,COR-001,SEC-0002,2026-12-14,2026-12-24,59.3,40.7,168,5,484,30,Yes
TASK-000209,AST-074889,Electrical / TRD,Feeder Maintenance,COR-012,SEC-0116,2027-02-27,2027-03-02,65.0,50.6,109,5,60,120,Yes
TASK-000210,AST-040213,Electrical / TRD,OHE Inspection,COR-004,SEC-0036,2026-02-25,2026-02-28,65.9,50.4,165,4,0,30,Yes
TASK-000211,AST-061728,Electrical / TRD,Switchgear Inspection,COR-008,SEC-0075,2026-10-12,2026-10-17,63.5,43.7,135,2,60,120,Yes
TASK-000212,AST-136208,Track / Civil Engineering,Sleeper Replacement,COR-013,SEC-0127,2028-12-02,2028-12-03,89.3,84.7,128,2,60,15,Yes
TASK-000213,AST-103400,Track / Civil Engineering,Rail Inspection,COR-003,SEC-0028,2027-12-15,2027-12-29,90.2,85.6,113,4,1320,0,No
TASK-000214,AST-127857,Track / Civil Engineering,Turnout Maintenance,COR-012,SEC-0113,2028-09-02,2028-09-12,58.3,48.4,180,6,268,15,Yes
TASK-000215,AST-039762,Mechanical / Rolling Stock,Brake Inspection,COR-012,SEC-0119,2026-02-22,2026-02-24,64.6,45.5,98,4,947,15,Yes
TASK-000216,AST-016745,Electrical / TRD,Substation Maintenance,COR-009,SEC-0084,2025-06-30,2025-07-02,90.1,90.3,144,6,120,60,No
TASK-000217,AST-118117,Track / Civil Engineering,Ballast Tamping,COR-013,SEC-0125,2028-05-19,2028-05-26,81.4,76.6,122,2,0,30,Yes
TASK-000218,AST-023630,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-004,SEC-0032,2025-09-14,2025-09-17,64.4,56.6,48,6,120,0,No
TASK-000219,AST-133678,Electrical / TRD,Feeder Maintenance,COR-015,SEC-0148,2028-11-07,2028-11-14,68.9,59.6,180,3,120,120,Yes
TASK-000220,AST-030793,Electrical / TRD,Catenary Repair,COR-007,SEC-0065,2025-11-30,2025-12-14,54.0,41.5,124,4,180,30,Yes
TASK-000221,AST-038314,Track / Civil Engineering,Rail Grinding,COR-002,SEC-0015,2026-02-08,2026-02-15,83.7,64.8,169,3,1320,30,Yes
TASK-000222,AST-028485,Track / Civil Engineering,Rail Inspection,COR-003,SEC-0024,2025-10-25,2025-11-08,99.0,91.2,187,5,120,15,Yes
TASK-000223,AST-007124,Mechanical / Rolling Stock,Traction Motor Inspection,COR-011,SEC-0109,2025-03-21,2025-04-04,71.3,61.3,73,6,60,30,Yes
TASK-000224,AST-059608,Electrical / TRD,Catenary Repair,COR-004,SEC-0036,2026-09-17,2026-10-01,71.2,67.7,159,5,60,15,No
TASK-000225,AST-061868,Track / Civil Engineering,Sleeper Replacement,COR-013,SEC-0121,2026-10-20,2026-10-21,74.4,65.6,113,5,1380,15,Yes
TASK-000226,AST-071269,Signal & Telecommunications (S&T),Signal Inspection,COR-019,SEC-0186,2027-01-21,2027-01-26,92.2,84.2,108,4,1380,30,Yes
TASK-000227,AST-137691,Electrical / TRD,Feeder Maintenance,COR-011,SEC-0104,2028-12-07,2028-12-21,75.9,66.9,132,3,0,30,No
TASK-000228,AST-068838,Track / Civil Engineering,Turnout Maintenance,COR-002,SEC-0019,2026-12-29,2026-12-31,75.0,60.8,170,4,229,60,No
TASK-000229,AST-042359,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-007,SEC-0065,2026-03-19,2026-03-26,66.0,52.1,94,5,1380,0,Yes
TASK-000230,AST-051587,Track / Civil Engineering,Rail Grinding,COR-020,SEC-0198,2026-06-28,2026-07-03,58.4,44.2,177,5,1380,60,Yes
TASK-000231,AST-109067,Signal & Telecommunications (S&T),Signal Inspection,COR-018,SEC-0174,2028-02-16,2028-02-26,78.3,67.0,103,2,900,15,No
TASK-000232,AST-082424,Mechanical / Rolling Stock,Traction Motor Inspection,COR-020,SEC-0193,2027-05-17,2027-05-19,77.3,64.3,54,5,120,0,Yes
TASK-000233,AST-058710,Track / Civil Engineering,Ballast Tamping,COR-003,SEC-0025,2026-09-05,2026-09-12,93.2,87.0,182,4,1380,60,Yes
TASK-000234,AST-087067,Track / Civil Engineering,Sleeper Replacement,COR-012,SEC-0118,2027-06-27,2027-06-28,87.9,87.7,205,5,135,15,Yes
TASK-000235,AST-020045,Track / Civil Engineering,Rail Inspection,COR-004,SEC-0036,2025-08-02,2025-08-05,69.1,52.6,170,3,180,0,No
TASK-000236,AST-122379,Mechanical / Rolling Stock,Wheelset Inspection,COR-008,SEC-0077,2028-07-10,2028-07-24,99.0,86.1,65,2,0,30,No
TASK-000237,AST-088679,Electrical / TRD,Catenary Repair,COR-009,SEC-0089,2027-07-22,2027-07-29,74.9,59.8,145,6,1320,30,Yes
TASK-000238,AST-073545,Track / Civil Engineering,Rail Inspection,COR-012,SEC-0119,2027-02-18,2027-02-21,85.7,81.4,193,2,180,15,No
TASK-000239,AST-059905,Track / Civil Engineering,Bridge Inspection,COR-014,SEC-0140,2026-09-25,2026-09-26,60.8,49.4,146,4,1379,15,No
TASK-000240,AST-143927,Mechanical / Rolling Stock,Wheelset Inspection,COR-017,SEC-0163,2029-02-14,2029-02-28,81.0,71.4,133,4,1320,120,Yes
TASK-000241,AST-103320,Track / Civil Engineering,Turnout Maintenance,COR-009,SEC-0089,2027-12-14,2027-12-28,62.0,50.4,142,3,77,60,Yes
TASK-000242,AST-133415,Electrical / TRD,Switchgear Inspection,COR-020,SEC-0192,2028-10-31,2028-11-01,63.1,46.1,122,5,722,15,No
TASK-000243,AST-135995,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-008,SEC-0074,2028-11-22,2028-11-23,93.3,93.6,127,2,1435,0,Yes
TASK-000244,AST-109149,Track / Civil Engineering,Rail Inspection,COR-002,SEC-0011,2028-02-21,2028-03-06,67.1,54.2,220,3,0,60,No
TASK-000245,AST-104446,Mechanical / Rolling Stock,Brake Inspection,COR-016,SEC-0153,2028-01-05,2028-01-15,77.7,69.0,126,5,60,30,Yes
TASK-000246,AST-141289,Track / Civil Engineering,Ballast Tamping,COR-016,SEC-0157,2029-01-15,2029-01-17,99.0,94.1,136,4,99,0,Yes
TASK-000247,AST-135287,Electrical / TRD,Transformer Inspection,COR-017,SEC-0166,2028-11-22,2028-12-06,91.9,82.7,109,3,1380,60,No
TASK-000248,AST-008355,Mechanical / Rolling Stock,Axle Inspection,COR-011,SEC-0103,2025-04-09,2025-04-11,75.4,64.2,84,6,186,60,Yes
TASK-000249,AST-117866,Signal & Telecommunications (S&T),Telecom Inspection,COR-001,SEC-0010,2028-05-13,2028-05-16,65.1,47.9,87,3,180,60,Yes
TASK-000250,AST-004335,Track / Civil Engineering,Ballast Tamping,COR-017,SEC-0168,2025-02-25,2025-03-04,78.4,62.0,147,5,60,30,Yes
TASK-000251,AST-118761,Electrical / TRD,Feeder Maintenance,COR-003,SEC-0025,2028-05-31,2028-06-02,87.9,85.6,107,4,60,60,No
TASK-000252,AST-148633,Track / Civil Engineering,Turnout Maintenance,COR-011,SEC-0101,2029-03-30,2029-04-13,67.8,50.7,126,2,120,60,No
TASK-000253,AST-119989,Track / Civil Engineering,Rail Inspection,COR-002,SEC-0019,2028-06-06,2028-06-07,66.5,52.3,108,2,1013,120,Yes
TASK-000254,AST-149414,Track / Civil Engineering,Ballast Tamping,COR-006,SEC-0056,2029-04-11,2029-04-16,97.9,91.6,140,2,1380,60,Yes
TASK-000255,AST-143034,Electrical / TRD,Transformer Inspection,COR-006,SEC-0054,2029-02-06,2029-02-08,61.9,39.8,122,2,1320,60,Yes
TASK-000256,AST-083338,Track / Civil Engineering,Turnout Maintenance,COR-004,SEC-0035,2027-05-27,2027-06-06,80.7,66.3,188,5,1380,120,No
TASK-000257,AST-029753,Electrical / TRD,Substation Maintenance,COR-012,SEC-0117,2025-11-18,2025-11-28,74.6,62.0,117,2,909,15,Yes
TASK-000258,AST-016325,Track / Civil Engineering,Turnout Maintenance,COR-006,SEC-0055,2025-07-02,2025-07-12,74.3,62.6,196,3,218,120,Yes
TASK-000259,AST-095164,Mechanical / Rolling Stock,Axle Inspection,COR-019,SEC-0181,2027-10-02,2027-10-03,59.7,48.8,119,2,664,15,Yes
TASK-000260,AST-142915,Mechanical / Rolling Stock,Brake Inspection,COR-010,SEC-0098,2029-01-29,2029-01-31,81.4,69.9,93,5,120,15,No
TASK-000261,AST-022225,Track / Civil Engineering,Ballast Tamping,COR-007,SEC-0069,2025-08-28,2025-08-30,80.7,66.0,216,4,120,0,Yes
TASK-000262,AST-030445,Track / Civil Engineering,Rail Inspection,COR-007,SEC-0063,2025-11-21,2025-11-22,60.9,51.2,115,6,60,0,Yes
TASK-000263,AST-017922,Electrical / TRD,OHE Inspection,COR-018,SEC-0177,2025-07-20,2025-07-23,73.9,61.6,163,5,978,30,Yes
TASK-000264,AST-092186,Mechanical / Rolling Stock,Wheelset Inspection,COR-018,SEC-0173,2027-08-28,2027-09-11,60.5,43.9,162,6,1320,30,Yes
TASK-000265,AST-053892,Mechanical / Rolling Stock,Wheelset Inspection,COR-008,SEC-0072,2026-07-27,2026-07-28,62.4,45.7,45,6,1320,15,Yes
TASK-000266,AST-060115,Mechanical / Rolling Stock,Axle Inspection,COR-004,SEC-0035,2026-09-26,2026-09-27,85.4,86.6,83,6,1027,0,No
TASK-000267,AST-128991,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-003,SEC-0025,2028-09-18,2028-09-23,69.8,55.5,68,3,1380,30,No
TASK-000268,AST-056423,Electrical / TRD,Switchgear Inspection,COR-007,SEC-0069,2026-08-17,2026-08-18,87.7,82.7,108,6,511,0,No
TASK-000269,AST-142430,Track / Civil Engineering,Bridge Inspection,COR-016,SEC-0157,2029-01-28,2029-02-02,90.6,90.6,152,5,1380,15,Yes
TASK-000270,AST-107613,Track / Civil Engineering,Sleeper Replacement,COR-006,SEC-0056,2028-02-09,2028-02-19,77.1,69.1,170,5,270,0,Yes
TASK-000271,AST-076123,Track / Civil Engineering,Rail Inspection,COR-007,SEC-0065,2027-03-16,2027-03-23,90.3,87.3,107,4,655,30,Yes
TASK-000272,AST-038845,Track / Civil Engineering,Sleeper Replacement,COR-016,SEC-0158,2026-02-20,2026-02-22,62.5,50.8,113,2,1379,60,Yes
TASK-000273,AST-045523,Electrical / TRD,Substation Maintenance,COR-005,SEC-0043,2026-05-02,2026-05-04,59.2,42.1,100,3,922,15,Yes
TASK-000274,AST-098866,Mechanical / Rolling Stock,Traction Motor Inspection,COR-019,SEC-0188,2027-11-09,2027-11-14,84.9,70.9,108,5,180,60,Yes
TASK-000275,AST-014423,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-012,SEC-0112,2025-06-01,2025-06-04,58.2,48.1,93,2,768,15,Yes
TASK-000276,AST-012659,Electrical / TRD,Feeder Maintenance,COR-009,SEC-0087,2025-05-25,2025-05-30,71.0,63.4,131,5,35,120,Yes
TASK-000277,AST-055353,Signal & Telecommunications (S&T),Telecom Inspection,COR-020,SEC-0191,2026-08-06,2026-08-07,61.4,51.6,115,5,0,30,Yes
TASK-000278,AST-002382,Mechanical / Rolling Stock,Wheelset Inspection,COR-002,SEC-0018,2025-01-27,2025-02-06,69.4,50.9,114,6,1380,15,No
TASK-000279,AST-077245,Mechanical / Rolling Stock,Brake Inspection,COR-007,SEC-0063,2027-03-28,2027-04-04,69.1,54.2,138,5,0,30,No
TASK-000280,AST-062068,Electrical / TRD,Feeder Maintenance,COR-013,SEC-0124,2026-10-11,2026-10-13,71.1,62.7,122,3,724,120,No
TASK-000281,AST-053447,Track / Civil Engineering,Turnout Maintenance,COR-019,SEC-0190,2026-07-18,2026-07-20,70.5,62.1,164,6,369,15,Yes
TASK-000282,AST-137995,Electrical / TRD,Substation Maintenance,COR-017,SEC-0168,2028-12-12,2028-12-19,42.7,28.1,161,6,1320,30,Yes
TASK-000283,AST-146063,Electrical / TRD,Switchgear Inspection,COR-008,SEC-0073,2029-03-04,2029-03-11,68.5,55.2,166,2,180,30,Yes
TASK-000284,AST-130118,Electrical / TRD,Catenary Repair,COR-004,SEC-0033,2028-09-19,2028-09-21,88.3,83.7,148,2,1292,30,Yes
TASK-000285,AST-046594,Track / Civil Engineering,Ballast Tamping,COR-018,SEC-0178,2026-05-04,2026-05-07,81.6,70.4,110,2,1396,15,Yes
TASK-000286,AST-006143,Track / Civil Engineering,Rail Inspection,COR-017,SEC-0169,2025-03-09,2025-03-14,71.1,67.1,134,3,1380,0,No
TASK-000287,AST-040692,Track / Civil Engineering,Rail Grinding,COR-002,SEC-0018,2026-03-02,2026-03-05,81.5,72.9,149,4,0,30,No
TASK-000288,AST-043538,Signal & Telecommunications (S&T),Telecom Inspection,COR-020,SEC-0192,2026-04-05,2026-04-19,99.0,90.9,122,2,1276,60,No
TASK-000289,AST-131849,Electrical / TRD,OHE Inspection,COR-010,SEC-0097,2028-10-08,2028-10-09,99.0,90.7,202,5,1320,30,No
TASK-000290,AST-086195,Track / Civil Engineering,Sleeper Replacement,COR-016,SEC-0160,2027-06-29,2027-07-09,99.0,86.5,99,3,497,15,No
TASK-000291,AST-037637,Track / Civil Engineering,Rail Grinding,COR-005,SEC-0046,2026-02-10,2026-02-20,72.4,60.0,120,6,105,15,Yes
TASK-000292,AST-107771,Electrical / TRD,Transformer Inspection,COR-003,SEC-0026,2028-01-29,2028-02-03,65.7,56.8,140,4,1320,15,No
TASK-000293,AST-112198,Electrical / TRD,Switchgear Inspection,COR-010,SEC-0092,2028-03-22,2028-03-25,72.1,70.2,169,2,153,60,Yes
TASK-000294,AST-026129,Electrical / TRD,Feeder Maintenance,COR-004,SEC-0037,2025-10-01,2025-10-02,99.0,97.1,162,6,180,120,Yes
TASK-000295,AST-130253,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-016,SEC-0155,2028-09-28,2028-09-30,79.0,61.7,140,6,624,30,Yes
TASK-000296,AST-031548,Electrical / TRD,Transformer Inspection,COR-004,SEC-0031,2025-11-29,2025-12-01,60.2,44.2,98,4,60,30,Yes
TASK-000297,AST-076953,Signal & Telecommunications (S&T),Telecom Inspection,COR-006,SEC-0059,2027-03-14,2027-03-19,90.9,82.8,123,5,1320,60,Yes
TASK-000298,AST-011193,Track / Civil Engineering,Rail Grinding,COR-010,SEC-0093,2025-05-04,2025-05-06,70.9,68.0,177,4,1380,15,Yes
TASK-000299,AST-033106,Track / Civil Engineering,Rail Inspection,COR-011,SEC-0107,2025-12-14,2025-12-21,79.7,65.1,154,3,1380,0,No
TASK-000300,AST-030257,Track / Civil Engineering,Ballast Tamping,COR-009,SEC-0086,2025-11-16,2025-11-21,78.9,66.9,217,2,120,120,No
TASK-000301,AST-007692,Track / Civil Engineering,Rail Grinding,COR-020,SEC-0199,2025-03-23,2025-03-26,85.3,77.8,104,5,1320,30,Yes
TASK-000302,AST-031283,Electrical / TRD,Feeder Maintenance,COR-015,SEC-0149,2025-12-05,2025-12-12,92.6,90.2,164,6,550,15,Yes
TASK-000303,AST-007128,Signal & Telecommunications (S&T),Telecom Inspection,COR-020,SEC-0196,2025-03-20,2025-03-27,67.8,51.9,155,5,60,0,Yes
TASK-000304,AST-082036,Signal & Telecommunications (S&T),Signal Inspection,COR-004,SEC-0034,2027-05-18,2027-05-20,76.8,64.8,173,6,180,30,Yes
TASK-000305,AST-017699,Track / Civil Engineering,Rail Inspection,COR-002,SEC-0012,2025-07-06,2025-07-11,99.0,95.6,86,3,120,15,Yes
TASK-000306,AST-054415,Electrical / TRD,Substation Maintenance,COR-006,SEC-0055,2026-08-04,2026-08-11,64.6,49.1,152,6,497,30,Yes
TASK-000307,AST-075513,Track / Civil Engineering,Bridge Inspection,COR-014,SEC-0139,2027-03-07,2027-03-09,62.9,52.9,178,5,653,30,Yes
TASK-000308,AST-061474,Mechanical / Rolling Stock,Brake Inspection,COR-019,SEC-0185,2026-10-06,2026-10-16,99.0,89.9,75,4,1320,30,No
TASK-000309,AST-137411,Mechanical / Rolling Stock,Axle Inspection,COR-005,SEC-0045,2028-12-13,2028-12-18,63.9,49.6,85,4,1380,60,Yes
TASK-000310,AST-003479,Mechanical / Rolling Stock,Bearing Inspection,COR-017,SEC-0162,2025-02-15,2025-02-18,43.2,38.9,142,5,1320,0,Yes
TASK-000311,AST-142573,Electrical / TRD,Catenary Repair,COR-010,SEC-0091,2029-02-02,2029-02-07,61.3,47.5,158,5,1379,15,Yes
TASK-000312,AST-134483,Track / Civil Engineering,Ballast Tamping,COR-018,SEC-0172,2028-11-12,2028-11-19,82.7,68.0,131,6,1380,15,Yes
TASK-000313,AST-049549,Electrical / TRD,Switchgear Inspection,COR-010,SEC-0092,2026-06-04,2026-06-05,67.1,53.6,163,4,1380,120,No
TASK-000314,AST-013926,Track / Civil Engineering,Rail Grinding,COR-006,SEC-0051,2025-06-06,2025-06-09,57.8,44.4,134,3,484,120,Yes
TASK-000315,AST-139135,Mechanical / Rolling Stock,Wheelset Inspection,COR-015,SEC-0146,2029-01-02,2029-01-09,76.0,61.9,127,4,432,120,Yes
TASK-000316,AST-111329,Electrical / TRD,Feeder Maintenance,COR-001,SEC-0006,2028-03-14,2028-03-15,61.7,51.7,189,3,1320,60,Yes
TASK-000317,AST-009520,Track / Civil Engineering,Ballast Tamping,COR-003,SEC-0030,2025-04-12,2025-04-22,99.0,88.9,111,6,1320,15,No
TASK-000318,AST-021753,Mechanical / Rolling Stock,Traction Motor Inspection,COR-008,SEC-0077,2025-08-25,2025-08-26,62.1,54.4,126,5,1320,30,Yes
TASK-000319,AST-093282,Track / Civil Engineering,Bridge Inspection,COR-008,SEC-0077,2027-09-05,2027-09-15,79.8,68.0,173,2,60,30,Yes
TASK-000320,AST-115635,Track / Civil Engineering,Rail Inspection,COR-007,SEC-0069,2028-04-22,2028-05-02,99.0,94.5,140,6,0,15,Yes
TASK-000321,AST-005725,Mechanical / Rolling Stock,Bearing Inspection,COR-010,SEC-0096,2025-03-12,2025-03-26,59.6,43.8,93,5,1380,60,No
TASK-000322,AST-106603,Mechanical / Rolling Stock,Brake Inspection,COR-002,SEC-0017,2028-01-25,2028-01-27,72.8,61.5,113,3,60,30,Yes
TASK-000323,AST-069309,Electrical / TRD,Switchgear Inspection,COR-004,SEC-0033,2026-12-26,2027-01-05,78.8,71.5,178,4,1320,30,Yes
TASK-000324,AST-126742,Track / Civil Engineering,Bridge Inspection,COR-010,SEC-0097,2028-08-26,2028-09-09,68.5,54.3,167,5,1320,120,No
TASK-000325,AST-053392,Track / Civil Engineering,Ballast Tamping,COR-008,SEC-0075,2026-07-19,2026-07-24,99.0,91.8,78,5,594,15,Yes
TASK-000326,AST-107006,Electrical / TRD,Switchgear Inspection,COR-012,SEC-0115,2028-01-25,2028-01-30,52.8,48.9,180,4,120,60,Yes
TASK-000327,AST-072413,Track / Civil Engineering,Bridge Inspection,COR-018,SEC-0172,2027-01-31,2027-02-14,99.0,90.7,184,3,1320,60,Yes
TASK-000328,AST-128078,Electrical / TRD,OHE Inspection,COR-019,SEC-0188,2028-09-02,2028-09-03,64.9,46.5,106,4,180,30,Yes
TASK-000329,AST-143827,Track / Civil Engineering,Rail Inspection,COR-019,SEC-0189,2029-02-19,2029-02-20,85.8,87.0,129,4,1380,30,Yes
TASK-000330,AST-097365,Signal & Telecommunications (S&T),Signal Inspection,COR-003,SEC-0024,2027-10-20,2027-10-22,66.9,53.5,92,3,972,30,No
TASK-000331,AST-098005,Electrical / TRD,OHE Inspection,COR-017,SEC-0167,2027-10-22,2027-11-05,85.8,88.9,177,3,688,30,Yes
TASK-000332,AST-018889,Electrical / TRD,Transformer Inspection,COR-005,SEC-0041,2025-07-28,2025-08-11,75.0,67.6,98,4,180,15,No
TASK-000333,AST-047929,Mechanical / Rolling Stock,Traction Motor Inspection,COR-017,SEC-0169,2026-05-23,2026-06-02,64.7,55.7,104,2,180,15,Yes
TASK-000334,AST-113545,Track / Civil Engineering,Rail Grinding,COR-010,SEC-0100,2028-04-10,2028-04-15,99.0,95.5,58,5,60,0,No
TASK-000335,AST-090821,Track / Civil Engineering,Rail Inspection,COR-016,SEC-0159,2027-08-11,2027-08-13,86.4,84.8,195,3,562,120,Yes
TASK-000336,AST-109012,Track / Civil Engineering,Bridge Inspection,COR-016,SEC-0160,2028-02-23,2028-03-08,94.0,86.5,163,2,1242,30,Yes
TASK-000337,AST-147403,Electrical / TRD,Feeder Maintenance,COR-011,SEC-0106,2029-03-21,2029-04-04,66.4,52.6,105,5,1169,60,Yes
TASK-000338,AST-132245,Track / Civil Engineering,Bridge Inspection,COR-008,SEC-0073,2028-10-12,2028-10-13,95.8,91.7,165,3,180,0,No
TASK-000339,AST-055854,Mechanical / Rolling Stock,Traction Motor Inspection,COR-001,SEC-0004,2026-08-11,2026-08-18,67.7,52.8,121,3,1380,60,Yes
