train_id,block_id,conflict_type,priority_class,passenger_load_percent
TRN-00483,BLK-003492,Track Occupied,2,89.7
TRN-00484,BLK-018009,Track Occupied,3,99.0
TRN-00485,BLK-014572,Track Occupied,2,88.0
TRN-00486,BLK-010915,Track Occupied,3,93.6
TRN-00487,BLK-006356,Track Occupied,2,62.9
TRN-00488,BLK-027022,Track Occupied,2,99.0
TRN-00489,BLK-029746,Track Occupied,2,89.3
TRN-00489,BLK-029747,Track Occupied,2,89.3
TRN-00490,BLK-005717,Track Occupied,1,44.7
TRN-00491,BLK-011493,Track Occupied,3,25.0
TRN-00492,BLK-027027,Track Occupied,1,11.0
TRN-00493,BLK-010102,Track Occupied,3,82.7
TRN-00494,BLK-030416,Track Occupied,2,83.1
TRN-00495,BLK-027722,Track Occupied,3,68.3
TRN-00496,BLK-028511,Track Occupied,2,99.0
TRN-00497,BLK-019060,Track Occupied,1,30.8
TRN-00498,BLK-007717,Track Occupied,2,52.7
TRN-00498,BLK-007718,Track Occupied,2,52.7
TRN-00499,BLK-017717,Track Occupied,3,77.0
TRN-00499,BLK-017718,Track Occupied,3,77.0
TRN-00500,BLK-029210,Track Occupied,2,59.1
TRN-00501,BLK-017227,Track Occupied,3,68.4
TRN-00502,BLK-019975,Track Occupied,3,70.2
TRN-00503,BLK-019460,Track Occupied,2,68.9
TRN-00504,BLK-001251,Track Occupied,3,74.2
TRN-00505,BLK-009861,Track Occupied,3,73.3
TRN-00506,BLK-004979,Track Occupied,3,77.0
TRN-00507,BLK-031884,Track Occupied,2,59.8
TRN-00508,BLK-008604,Track Occupied,1,31.6
TRN-00509,BLK-008540,Track Occupied,3,72.9
TRN-00510,BLK-026516,Track Occupied,2,53.9
TRN-00511,BLK-032582,Track Occupied,3,75.5
TRN-00512,BLK-005764,Track Occupied,2,78.5
TRN-00513,BLK-021372,Track Occupied,2,76.9
TRN-00514,BLK-019277,Track Occupied,1,40.1
TRN-00515,BLK-029437,Track Occupied,1,43.7
TRN-00515,BLK-029438,Track Occupied,1,43.7
TRN-00516,BLK-032065,Track Occupied,2,85.1
TRN-00517,BLK-027022,Track Occupied,2,66.0
TRN-00518,BLK-029211,Track Occupied,1,32.1
TRN-00519,BLK-017981,Track Occupied,2,65.0
TRN-00520,BLK-000073,Track Occupied,3,78.6
TRN-00521,BLK-004683,Track Occupied,3,66.5
TRN-00522,BLK-033259,Track Occupied,3,50.8
TRN-00523,BLK-022297,Track Occupied,3,75.5
TRN-00524,BLK-025833,Track Occupied,2,48.4
TRN-00525,BLK-015095,Track Occupied,2,73.1
TRN-00526,BLK-026294,Track Occupied,2,66.5
TRN-00526,BLK-026295,Track Occupied,2,66.5
TRN-00527,BLK-000373,Track Occupied,2,45.4
TRN-00528,BLK-018291,Track Occupied,3,52.1
TRN-00529,BLK-021747,Track Occupied,2,64.7
TRN-00530,BLK-003368,Track Occupied,3,72.6
TRN-00530,BLK-003369,Track Occupied,3,72.6
TRN-00531,BLK-006253,Track Occupied,1,45.6
TRN-00532,BLK-003473,Track Occupied,3,74.3
TRN-00533,BLK-026778,Track Occupied,2,63.5
TRN-00534,BLK-030794,Track Occupied,2,49.9
TRN-00535,BLK-014086,Track Occupied,2,73.3
TRN-00536,BLK-013141,Track Occupied,3,62.4
TRN-00537,BLK-017390,Track Occupied,3,68.4
TRN-00538,BLK-027149,Track Occupied,2,80.8
TRN-00539,BLK-013741,Track Occupied,3,66.7
TRN-00540,BLK-012682,Track Occupied,3,81.4
TRN-00541,BLK-016591,Track Occupied,1,9.8
TRN-00542,BLK-020072,Track Occupied,1,41.0
TRN-00543,BLK-028760,Track Occupied,2,44.9
TRN-00543,BLK-028761,Track Occupied,2,44.9
TRN-00544,BLK-017930,Track Occupied,2,85.7
TRN-00545,BLK-017461,Track Occupied,2,75.7
TRN-00546,BLK-016939,Track Occupied,2,68.1
TRN-00547,BLK-030697,Track Occupied,3,45.7
TRN-00547,BLK-030698,Track Occupied,3,45.7
TRN-00548,BLK-028929,Track Occupied,3,66.0
TRN-00549,BLK-016971,Track Occupied,2,54.6
TRN-00550,BLK-012904,Track Occupied,2,53.7
TRN-00551,BLK-001608,Track Occupied,2,52.8
TRN-00552,BLK-010285,Track Occupied,2,69.4
TRN-00553,BLK-033280,Track Occupied,3,79.8
TRN-00554,BLK-015961,Track Occupied,1,44.7
TRN-00555,BLK-030032,Track Occupied,2,83.7
TRN-00556,BLK-014248,Track Occupied,1,55.3
TRN-00557,BLK-028941,Track Occupied,3,74.4
TRN-00558,BLK-011263,Track Occupied,1,23.3
TRN-00559,BLK-027515,Track Occupied,2,83.3
TRN-00560,BLK-023363,Track Occupied,1,27.3
TRN-00561,BLK-031152,Track Occupied,2,74.6
TRN-00562,BLK-026631,Track Occupied,2,42.6
TRN-00563,BLK-006562,Track Occupied,2,91.6
TRN-00564,BLK-025013,Track Occupied,2,41.1
TRN-00565,BLK-014432,Track Occupied,3,90.8
TRN-00566,BLK-030666,Track Occupied,2,89.8
TRN-00567,BLK-012407,Track Occupied,2,73.6
TRN-00568,BLK-003322,Track Occupied,3,78.6
TRN-00569,BLK-016377,Track Occupied,2,40.7
TRN-00570,BLK-011161,Track Occupied,3,70.5
TRN-00571,BLK-008854,Track Occupied,1,22.6
TRN-00572,BLK-002574,Track Occupied,2,94.2
TRN-00573,BLK-004510,Track Occupied,2,47.0
TRN-00574,BLK-030148,Track Occupied,1,17.6
TRN-00575,BLK-006643,Track Occupied,3,55.5
TRN-00576,BLK-007053,Track Occupied,3,85.1
TRN-00577,BLK-014218,Track Occupied,2,92.1
TRN-00578,BLK-030950,Track Occupied,2,82.2
TRN-00579,BLK-010355,Track Occupied,2,84.6
TRN-00580,BLK-010614,Track Occupied,2,36.9
TRN-00581,BLK-003875,Track Occupied,2,78.7
TRN-00582,BLK-012857,Track Occupied,1,56.5
TRN-00583,BLK-029634,Track Occupied,2,73.7
TRN-00584,BLK-031257,Track Occupied,2,52.0
TRN-00585,BLK-016537,Track Occupied,2,50.2
TRN-00586,BLK-018139,Track Occupied,2,46.4
TRN-00587,BLK-011134,Track Occupied,2,59.1
TRN-00588,BLK-025546,Track Occupied,3,49.5
TRN-00589,BLK-017202,Track Occupied,2,73.5
TRN-00590,BLK-023284,Track Occupied,2,71.2
TRN-00591,BLK-015184,Track Occupied,2,72.2
TRN-00592,BLK-032847,Track Occupied,2,67.7
TRN-00593,BLK-020295,Track Occupied,3,50.0
TRN-00593,BLK-020296,Track Occupied,3,50.0
TRN-00594,BLK-013040,Track Occupied,1,29.3
TRN-00595,BLK-026826,Track Occupied,2,72.7
TRN-00596,BLK-028004,Track Occupied,3,41.9
TRN-00597,BLK-016879,Track Occupied,1,35.3
TRN-00598,BLK-013261,Track Occupied,3,72.0
TRN-00599,BLK-014497,Track Occupied,3,59.8
TRN-00600,BLK-003908,Track Occupied,3,72.4
TRN-00601,BLK-029550,Track Occupied,3,62.3
TRN-00602,BLK-029083,Track Occupied,3,85.7
TRN-00603,BLK-028178,Track Occupied,2,94.4
TRN-00604,BLK-030592,Track Occupied,3,41.2
TRN-00605,BLK-028463,Track Occupied,2,79.3
TRN-00606,BLK-022954,Track Occupied,3,30.4
TRN-00607,BLK-009718,Track Occupied,3,68.0
TRN-00608,BLK-013607,Track Occupied,1,48.4
TRN-00608,BLK-013608,Track Occupied,1,48.4
TRN-00609,BLK-015402,Track Occupied,2,82.1
TRN-00610,BLK-021575,Track Occupied,2,57.6
TRN-00611,BLK-000757,Track Occupied,3,99.0
TRN-00612,BLK-000923,Track Occupied,3,88.3
TRN-00613,BLK-012570,Track Occupied,3,72.1
TRN-00613,BLK-012571,Track Occupied,3,72.1
TRN-00614,BLK-008001,Track Occupied,3,76.5
TRN-00615,BLK-007184,Track Occupied,3,57.1
TRN-00616,BLK-016159,Track Occupied,2,52.4
TRN-00616,BLK-016160,Track Occupied,2,52.4
TRN-00617,BLK-016645,Track Occupied,1,8.1
TRN-00618,BLK-028873,Track Occupied,2,64.9
TRN-00619,BLK-019913,Track Occupied,2,77.8
TRN-00620,BLK-032736,Track Occupied,2,57.3
TRN-00621,BLK-026289,Track Occupied,2,61.1
TRN-00621,BLK-026290,Track Occupied,2,61.1
TRN-00622,BLK-015475,Track Occupied,2,66.2
TRN-00623,BLK-030035,Track Occupied,3,76.9
TRN-00624,BLK-027340,Track Occupied,3,78.1
TRN-00625,BLK-026456,Track Occupied,1,24.1
TRN-00626,BLK-015689,Track Occupied,3,78.2
TRN-00627,BLK-026315,Track Occupied,2,83.0
TRN-00628,BLK-017771,Track Occupied,2,98.1
TRN-00629,BLK-005593,Track Occupied,3,80.7
TRN-00630,BLK-005258,Track Occupied,3,59.9
TRN-00631,BLK-031275,Track Occupied,3,72.0
TRN-00632,BLK-031696,Track Occupied,3,59.9
TRN-00633,BLK-013054,Track Occupied,3,99.0
TRN-00634,BLK-033022,Track Occupied,3,74.1
TRN-00635,BLK-021737,Track Occupied,2,60.6
TRN-00635,BLK-021738,Track Occupied,2,60.6
TRN-00636,BLK-009267,Track Occupied,2,77.0
TRN-00637,BLK-011152,Track Occupied,2,96.0
TRN-00638,BLK-002904,Track Occupied,3,73.8
TRN-00639,BLK-032621,Track Occupied,3,43.9
TRN-00640,BLK-029626,Track Occupied,3,44.7
TRN-00641,BLK-032627,Track Occupied,3,73.9
TRN-00642,BLK-009161,Track Occupied,2,84.5
TRN-00643,BLK-018322,Track Occupied,1,31.6
TRN-00644,BLK-018209,Track Occupied,2,81.8
TRN-00645,BLK-029838,Track Occupied,3,48.9
TRN-00646,BLK-018658,Track Occupied,2,71.9
TRN-00647,BLK-019576,Track Occupied,3,50.5
TRN-00648,BLK-016373,Track Occupied,2,98.4
TRN-00649,BLK-030696,Track Occupied,3,68.4
TRN-00650,BLK-032099,Track Occupied,1,57.2
TRN-00651,BLK-025451,Track Occupied,1,38.1
TRN-00652,BLK-000509,Track Occupied,2,78.4
TRN-00653,BLK-031859,Track Occupied,2,71.5
TRN-00654,BLK-020420,Track Occupied,3,79.1
TRN-00655,BLK-031844,Track Occupied,3,72.3
TRN-00656,BLK-007266,Track Occupied,3,73.0
TRN-00657,BLK-026918,Track Occupied,3,85.8
TRN-00658,BLK-012724,Track Occupied,2,73.0
TRN-00659,BLK-018512,Track Occupied,1,37.1
TRN-00660,BLK-005221,Track Occupied,2,55.5
TRN-00661,BLK-024431,Track Occupied,3,82.2
TRN-00662,BLK-010769,Track Occupied,1,45.2
TRN-00663,BLK-032901,Track Occupied,3,89.1
TRN-00664,BLK-018035,Track Occupied,2,92.5
TRN-00665,BLK-032703,Track Occupied,1,48.8
TRN-00666,BLK-026923,Track Occupied,2,72.0
TRN-00667,BLK-001118,Track Occupied,2,72.1
TRN-00668,BLK-009599,Track Occupied,3,87.3
TRN-00669,BLK-002260,Track Occupied,3,94.4
TRN-00670,BLK-008309,Track Occupied,3,78.0
TRN-00670,BLK-008310,Track Occupied,3,78.0
TRN-00671,BLK-012910,Track Occupied,1,46.9
TRN-00672,BLK-001814,Track Occupied,2,55.8
TRN-00673,BLK-030939,Track Occupied,2,51.6
TRN-00674,BLK-017232,Track Occupied,3,79.0
TRN-00675,BLK-031291,Track Occupied,3,99.0
TRN-00676,BLK-018114,Track Occupied,2,64.8
TRN-00677,BLK-013750,Track Occupied,2,85.2
TRN-00678,BLK-017434,Track Occupied,2,51.6
TRN-00679,BLK-010745,Track Occupied,1,43.2
TRN-00680,BLK-031998,Track Occupied,1,62.6
TRN-00681,BLK-012202,Track Occupied,2,66.2
TRN-00682,BLK-016206,Track Occupied,3,99.0
TRN-00683,BLK-007849,Track Occupied,3,51.4
TRN-00684,BLK-030878,Track Occupied,1,52.3
TRN-00685,BLK-010632,Track Occupied,3,78.4
TRN-00686,BLK-007154,Track Occupied,1,31.9
TRN-00686,BLK-007155,Track Occupied,1,31.9
TRN-00687,BLK-033539,Track Occupied,3,85.3
TRN-00688,BLK-007927,Track Occupied,3,70.7
TRN-00689,BLK-013482,Track Occupied,2,99.0
TRN-00690,BLK-009242,Track Occupied,3,70.0
TRN-00691,BLK-013323,Track Occupied,2,62.9
TRN-00692,BLK-009040,Track Occupied,2,74.6
TRN-00693,BLK-001367,Track Occupied,1,42.8
TRN-00694,BLK-003337,Track Occupied,3,93.7
TRN-00695,BLK-002150,Track Occupied,1,41.0
TRN-00696,BLK-018448,Track Occupied,1,22.0
TRN-00697,BLK-031232,Track Occupied,3,64.5
TRN-00698,BLK-022204,Track Occupied,3,60.8
TRN-00699,BLK-026856,Track Occupied,2,50.6
TRN-00700,BLK-030071,Track Occupied,3,88.3
TRN-00701,BLK-033530,Track Occupied,3,79.1
TRN-00702,BLK-007130,Track Occupied,2,68.8
TRN-00703,BLK-003627,Track Occupied,3,98.4
TRN-00704,BLK-000509,Track Occupied,2,72.5
TRN-00705,BLK-002644,Track Occupied,2,97.1
TRN-00705,BLK-002645,Track Occupied,2,97.1
TRN-00706,BLK-005967,Track Occupied,3,64.3
TRN-00707,BLK-017161,Track Occupied,2,89.0
TRN-00708,BLK-007280,Track Occupied,3,74.0
TRN-00708,BLK-007281,Track Occupied,3,74.0
TRN-00709,BLK-024166,Track Occupied,3,66.9
TRN-00710,BLK-018159,Track Occupied,1,60.0
TRN-00711,BLK-018003,Track Occupied,3,63.1
TRN-00712,BLK-012810,Track Occupied,2,86.9
TRN-00713,BLK-010161,Track Occupied,3,76.7
TRN-00714,BLK-010974,Track Occupied,2,78.1
TRN-00715,BLK-012650,Track Occupied,3,75.0
TRN-00715,BLK-012651,Track Occupied,3,75.0
TRN-00716,BLK-001657,Track Occupied,3,61.9
TRN-00717,BLK-010366,Track Occupied,3,92.8
TRN-00718,BLK-020400,Track Occupied,3,73.1
TRN-00719,BLK-018113,Track Occupied,2,93.4
TRN-00720,BLK-008672,Track Occupied,3,88.2
TRN-00721,BLK-014933,Track Occupied,1,27.4
TRN-00722,BLK-021315,Track Occupied,2,91.0
TRN-00723,BLK-010167,Track Occupied,1,9.2
TRN-00724,BLK-012679,Track Occupied,3,81.0
TRN-00725,BLK-030959,Track Occupied,3,78.5
TRN-00726,BLK-031089,Track Occupied,2,97.7
TRN-00727,BLK-023267,Track Occupied,3,84.1
TRN-00728,BLK-001847,Track Occupied,3,73.3
TRN-00729,BLK-012180,Track Occupied,3,60.4
TRN-00730,BLK-022261,Track Occupied,3,56.9
TRN-00731,BLK-031034,Track Occupied,2,25.0
TRN-00732,BLK-004276,Track Occupied,1,41.7
TRN-00733,BLK-027853,Track Occupied,1,33.3
TRN-00734,BLK-012533,Track Occupied,2,89.5
TRN-00735,BLK-010625,Track Occupied,1,5.0
TRN-00736,BLK-022908,Track Occupied,3,76.9
TRN-00737,BLK-014220,Track Occupied,3,48.1
TRN-00738,BLK-013529,Track Occupied,3,79.1
TRN-00739,BLK-014953,Track Occupied,2,73.4
TRN-00740,BLK-011142,Track Occupied,3,91.0
TRN-00741,BLK-007354,Track Occupied,2,65.6
TRN-00742,BLK-026985,Track Occupied,2,71.3
TRN-00743,BLK-004479,Track Occupied,2,78.6
TRN-00744,BLK-024931,Track Occupied,3,77.9
TRN-00745,BLK-026876,Track Occupied,3,25.1
TRN-00746,BLK-012005,Track Occupied,3,79.0
TRN-00747,BLK-011213,Track Occupied,1,54.6
TRN-00748,BLK-014196,Track Occupied,1,27.4
TRN-00749,BLK-004808,Track Occupied,2,52.4
TRN-00750,BLK-023690,Track Occupied,2,80.0
TRN-00751,BLK-016674,Track Occupied,3,32.8
TRN-00751,BLK-016675,Track Occupied,3,32.8
TRN-00752,BLK-008451,Track Occupied,3,89.6
TRN-00753,BLK-028533,Track Occupied,3,99.0
TRN-00754,BLK-031974,Track Occupied,1,58.5
TRN-00755,BLK-027970,Track Occupied,3,99.0
TRN-00756,BLK-009910,Track Occupied,2,81.3
TRN-00757,BLK-023994,Track Occupied,2,84.6
TRN-00758,BLK-021475,Track Occupied,1,52.5
TRN-00759,BLK-000586,Track Occupied,3,45.2
TRN-00760,BLK-015102,Track Occupied,1,22.9
TRN-00761,BLK-026057,Track Occupied,1,69.3
TRN-00762,BLK-018323,Track Occupied,2,80.8
TRN-00763,BLK-003168,Track Occupied,2,75.9
TRN-00764,BLK-013486,Track Occupied,3,55.7
TRN-00765,BLK-009106,Track Occupied,2,51.6
TRN-00766,BLK-011599,Track Occupied,1,10.5
TRN-00767,BLK-014784,Track Occupied,3,48.0
TRN-00768,BLK-008211,Track Occupied,2,84.0
TRN-00769,BLK-028034,Track Occupied,3,77.4
TRN-00770,BLK-003181,Track Occupied,2,92.5
TRN-00771,BLK-020993,Track Occupied,2,58.5
TRN-00772,BLK-015630,Track Occupied,3,48.1
TRN-00773,BLK-026298,Track Occupied,2,52.5
TRN-00774,BLK-009691,Track Occupied,2,96.1
TRN-00775,BLK-006272,Track Occupied,1,19.9
TRN-00776,BLK-009074,Track Occupied,3,64.1
TRN-00777,BLK-016589,Track Occupied,3,60.2
TRN-00777,BLK-016590,Track Occupied,3,60.2
TRN-00778,BLK-003227,Track Occupied,2,79.4
TRN-00779,BLK-013014,Track Occupied,3,72.1
TRN-00780,BLK-001456,Track Occupied,3,48.7
TRN-00781,BLK-027425,Track Occupied,1,43.7
TRN-00782,BLK-022923,Track Occupied,2,68.2
TRN-00783,BLK-014198,Track Occupied,3,46.2
TRN-00784,BLK-022917,Track Occupied,3,95.0
TRN-00785,BLK-000089,Track Occupied,3,64.6
TRN-00786,BLK-018008,Track Occupied,3,66.3
TRN-00786,BLK-018009,Track Occupied,3,66.3
TRN-00787,BLK-027954,Track Occupied,1,35.8
TRN-00788,BLK-024252,Track Occupied,2,70.2
TRN-00789,BLK-000273,Track Occupied,1,5.0
TRN-00789,BLK-000274,Track Occupied,1,5.0
TRN-00790,BLK-011741,Track Occupied,2,82.1
TRN-00791,BLK-014384,Track Occupied,1,56.8
TRN-00792,BLK-030660,Track Occupied,2,67.1
TRN-00793,BLK-008843,Track Occupied,3,94.3
TRN-00794,BLK-031453,Track Occupied,1,21.0
TRN-00795,BLK-024631,Track Occupied,2,58.1
TRN-00796,BLK-031309,Track Occupied,3,54.8
TRN-00797,BLK-009033,Track Occupied,1,35.2
TRN-00798,BLK-028940,Track Occupied,1,45.2
TRN-00799,BLK-023069,Track Occupied,2,93.4
TRN-00800,BLK-033415,Track Occupied,3,68.7
TRN-00801,BLK-001118,Track Occupied,2,77.7
TRN-00802,BLK-024106,Track Occupied,2,79.8
TRN-00803,BLK-028338,Track Occupied,3,68.9
TRN-00803,BLK-028339,Track Occupied,3,68.9
TRN-00804,BLK-011156,Track Occupied,3,70.3
TRN-00805,BLK-014364,Track Occupied,1,11.9
TRN-00806,BLK-032837,Track Occupied,2,60.7
TRN-00807,BLK-013906,Track Occupied,3,34.0
TRN-00808,BLK-018633,Track Occupied,2,61.2
TRN-00809,BLK-027233,Track Occupied,2,86.2
TRN-00810,BLK-029028,Track Occupied,1,68.8
TRN-00811,BLK-018584,Track Occupied,3,97.2
TRN-00812,BLK-017930,Track Occupied,3,76.3
TRN-00813,BLK-031250,Track Occupied,3,78.0
TRN-00814,BLK-033161,Track Occupied,3,37.9
TRN-00815,BLK-015034,Track Occupied,3,62.3
TRN-00816,BLK-024909,Track Occupied,1,30.2
TRN-00817,BLK-004556,Track Occupied,3,99.0
TRN-00818,BLK-031746,Track Occupied,2,90.4
TRN-00819,BLK-014755,Track Occupied,1,60.8
TRN-00819,BLK-014756,Track Occupied,1,60.8
TRN-00820,BLK-028210,Track Occupied,1,29.5
TRN-00821,BLK-029545,Track Occupied,2,47.3
TRN-00822,BLK-003104,Track Occupied,1,35.9
TRN-00823,BLK-024363,Track Occupied,2,93.0
TRN-00823,BLK-024364,Track Occupied,2,93.0
TRN-00824,BLK-008283,Track Occupied,3,67.4
TRN-00825,BLK-007714,Track Occupied,3,97.4
TRN-00826,BLK-017055,Track Occupied,3,95.1
TRN-00827,BLK-015450,Track Occupied,3,64.3
TRN-00828,BLK-022685,Track Occupied,2,37.6
TRN-00829,BLK-015992,Track Occupied,3,77.7
TRN-00830,BLK-016206,Track Occupied,2,33.9
TRN-00831,BLK-019708,Track Occupied,2,89.4
TRN-00832,BLK-014167,Track Occupied,3,80.4
TRN-00833,BLK-009091,Track Occupied,2,88.5
TRN-00834,BLK-018581,Track Occupied,2,66.3
TRN-00835,BLK-005171,Track Occupied,2,54.5
TRN-00836,BLK-030089,Track Occupied,2,77.0
TRN-00837,BLK-014118,Track Occupied,3,71.6
TRN-00838,BLK-013192,Track Occupied,2,43.5
TRN-00839,BLK-020249,Track Occupied,1,17.7
TRN-00840,BLK-007093,Track Occupied,2,68.6
TRN-00841,BLK-027112,Track Occupied,2,63.5
TRN-00842,BLK-010046,Track Occupied,3,68.8
TRN-00843,BLK-011972,Track Occupied,2,81.8
TRN-00844,BLK-029573,Track Occupied,3,68.3
TRN-00845,BLK-024338,Track Occupied,3,76.7
TRN-00846,BLK-022853,Track Occupied,3,33.4
TRN-00847,BLK-029730,Track Occupied,1,38.2
TRN-00848,BLK-002303,Track Occupied,3,80.4
TRN-00849,BLK-027266,Track Occupied,2,38.2
TRN-00850,BLK-016103,Track Occupied,3,48.7
TRN-00851,BLK-032537,Track Occupied,2,81.1
TRN-00852,BLK-010370,Track Occupied,3,92.6
TRN-00853,BLK-032286,Track Occupied,2,99.0
TRN-00853,BLK-032287,Track Occupied,2,99.0
TRN-00854,BLK-026000,Track Occupied,1,33.0
TRN-00855,BLK-019404,Track Occupied,2,65.0
TRN-00856,BLK-024324,Track Occupied,3,75.2
TRN-00857,BLK-018092,Track Occupied,3,55.4
TRN-00858,BLK-024423,Track Occupied,1,36.3
TRN-00859,BLK-017762,Track Occupied,3,76.4
TRN-00860,BLK-001702,Track Occupied,2,50.4
TRN-00861,BLK-006953,Track Occupied,3,66.5
TRN-00862,BLK-021861,Track Occupied,2,78.7
TRN-00863,BLK-019320,Track Occupied,3,59.0
TRN-00864,BLK-019872,Track Occupied,2,83.3
TRN-00865,BLK-029301,Track Occupied,3,67.8
TRN-00866,BLK-018772,Track Occupied,1,20.9
TRN-00867,BLK-024655,Track Occupied,2,74.9
TRN-00868,BLK-002004,Track Occupied,2,84.4
TRN-00869,BLK-011535,Track Occupied,3,37.4
TRN-00870,BLK-003054,Track Occupied,3,84.0
TRN-00871,BLK-020501,Track Occupied,2,76.6
TRN-00872,BLK-031210,Track Occupied,2,53.5
TRN-00873,BLK-006700,Track Occupied,3,81.3
TRN-00873,BLK-006701,Track Occupied,3,81.3
TRN-00874,BLK-033422,Track Occupied,1,28.7
TRN-00875,BLK-020990,Track Occupied,3,78.4
TRN-00876,BLK-007889,Track Occupied,1,31.0
TRN-00877,BLK-005817,Track Occupied,2,74.6
TRN-00878,BLK-023995,Track Occupied,2,65.9
TRN-00879,BLK-023636,Track Occupied,3,75.6
TRN-00880,BLK-018327,Track Occupied,3,67.2
TRN-00881,BLK-002361,Track Occupied,3,78.4
TRN-00882,BLK-019497,Track Occupied,3,60.8
TRN-00883,BLK-016533,Track Occupied,3,53.9
TRN-00884,BLK-022509,Track Occupied,3,65.4
TRN-00885,BLK-012333,Track Occupied,1,63.5
TRN-00885,BLK-012334,Track Occupied,1,63.5
TRN-00886,BLK-023119,Track Occupied,2,64.2
TRN-00887,BLK-020341,Track Occupied,2,73.5
TRN-00888,BLK-009259,Track Occupied,1,23.0
TRN-00889,BLK-033351,Track Occupied,2,87.0
TRN-00890,BLK-030684,Track Occupied,3,60.0
TRN-00891,BLK-019398,Track Occupied,1,5.0
TRN-00892,BLK-014837,Track Occupied,2,77.8
TRN-00893,BLK-019591,Track Occupied,3,77.4
TRN-00894,BLK-001052,Track Occupied,1,26.8
TRN-00895,BLK-025327,Track Occupied,1,18.9
TRN-00896,BLK-010716,Track Occupied,2,83.6
TRN-00897,BLK-015721,Track Occupied,2,71.6
TRN-00898,BLK-006602,Track Occupied,2,83.0
TRN-00899,BLK-013925,Track Occupied,2,75.6
TRN-00900,BLK-022686,Track Occupied,3,59.3
TRN-00900,BLK-022687,Track Occupied,3,59.3
TRN-00901,BLK-015264,Track Occupied,2,54.5
TRN-00902,BLK-017194,Track Occupied,3,89.2
TRN-00903,BLK-029110,Track Occupied,2,88.4
TRN-00904,BLK-017564,Track Occupied,3,87.7
TRN-00905,BLK-021589,Track Occupied,3,68.7
TRN-00906,BLK-014998,Track Occupied,2,64.6
TRN-00907,BLK-009899,Track Occupied,3,80.0
TRN-00908,BLK-006114,Track Occupied,2,99.0
TRN-00909,BLK-026858,Track Occupied,3,84.5
TRN-00910,BLK-015045,Track Occupied,2,90.5
TRN-00911,BLK-023829,Track Occupied,2,60.5
TRN-00912,BLK-015372,Track Occupied,2,43.4
TRN-00913,BLK-009132,Track Occupied,2,81.2
TRN-00914,BLK-031422,Track Occupied,2,96.4
TRN-00915,BLK-004183,Track Occupied,2,62.7
TRN-00916,BLK-031995,Track Occupied,2,43.4
TRN-00917,BLK-004104,Track Occupied,3,99.0
TRN-00918,BLK-009027,Track Occupied,3,63.3
TRN-00919,BLK-000807,Track Occupied,1,51.7
TRN-00920,BLK-025409,Track Occupied,2,59.1
TRN-00921,BLK-024191,Track Occupied,3,64.2
TRN-00922,BLK-028513,Track Occupied,3,66.5
TRN-00923,BLK-032747,Track Occupied,3,78.7
TRN-00924,BLK-014666,Track Occupied,2,99.0
TRN-00925,BLK-000750,Track Occupied,2,65.3
TRN-00926,BLK-004291,Track Occupied,3,57.7
TRN-00927,BLK-027213,Track Occupied,3,77.4
TRN-00927,BLK-027214,Track Occupied,3,77.4
TRN-00928,BLK-020715,Track Occupied,1,24.0
TRN-00929,BLK-029702,Track Occupied,2,80.2
TRN-00930,BLK-031989,Track Occupied,3,44.6
TRN-00930,BLK-031990,Track Occupied,3,44.6
TRN-00931,BLK-030592,Track Occupied,3,71.5
TRN-00932,BLK-021802,Track Occupied,3,49.0
TRN-00933,BLK-021630,Track Occupied,2,49.6
TRN-00934,BLK-019467,Track Occupied,3,81.1
TRN-00935,BLK-010515,Track Occupied,3,70.7
TRN-00935,BLK-010516,Track Occupied,3,70.7
TRN-00936,BLK-020474,Track Occupied,2,78.3
TRN-00937,BLK-007877,Track Occupied,3,42.6
TRN-00938,BLK-009432,Track Occupied,2,97.2
TRN-00939,BLK-006561,Track Occupied,1,33.4
TRN-00940,BLK-006776,Track Occupied,3,69.5
TRN-00941,BLK-007023,Track Occupied,3,60.5
TRN-00942,BLK-019179,Track Occupied,3,70.3
TRN-00943,BLK-016821,Track Occupied,3,97.8
TRN-00944,BLK-031485,Track Occupied,2,70.9
TRN-00945,BLK-012724,Track Occupied,3,99.0
TRN-00946,BLK-027562,Track Occupied,1,57.4
TRN-00947,BLK-022130,Track Occupied,3,78.9
TRN-00948,BLK-004308,Track Occupied,2,99.0
TRN-00949,BLK-009711,Track Occupied,3,53.1
TRN-00950,BLK-018871,Track Occupied,2,51.3
TRN-00951,BLK-028354,Track Occupied,2,82.6
TRN-00952,BLK-000913,Track Occupied,2,79.7
TRN-00953,BLK-007996,Track Occupied,3,71.8
TRN-00954,BLK-028409,Track Occupied,1,39.8
TRN-00955,BLK-028695,Track Occupied,2,48.8
TRN-00956,BLK-013055,Track Occupied,2,64.1
TRN-00957,BLK-006720,Track Occupied,2,63.1
TRN-00958,BLK-009271,Track Occupied,2,71.8
TRN-00959,BLK-009841,Track Occupied,1,11.9
TRN-00960,BLK-023628,Track Occupied,2,46.8
TRN-00961,BLK-029977,Track Occupied,3,68.0
TRN-00962,BLK-024412,Track Occupied,3,53.1
TRN-00963,BLK-015839,Track Occupied,2,42.3
TRN-00964,BLK-003283,Track Occupied,2,88.0
TRN-00965,BLK-023033,Track Occupied,1,34.6
TRN-00966,BLK-010821,Track Occupied,2,72.7
