block_id,date,corridor_id,section_id,start_minute,end_minute,duration_minutes,track_available,block_type,night_preference,max_simultaneous_tasks
BLK-000305,2026-09-03,COR-003,SEC-0026,480,600,120,Yes,Planned,No,2
BLK-000306,2026-09-03,COR-003,SEC-0026,600,720,120,Yes,Planned,No,3
BLK-000307,2026-09-03,COR-003,SEC-0026,720,840,120,No,Routine,No,1
BLK-000308,2026-09-03,COR-003,SEC-0026,840,960,120,Yes,Planned,No,1
BLK-000309,2026-09-03,COR-003,SEC-0026,960,1080,120,Yes,Planned,No,1
BLK-000310,2026-09-03,COR-003,SEC-0026,1080,1200,120,Yes,Planned,No,3
BLK-000311,2026-09-03,COR-003,SEC-0026,1200,1320,120,Yes,Planned,Yes,2
BLK-000312,2026-09-03,COR-003,SEC-0026,1320,1440,120,Yes,Planned,Yes,2
BLK-000313,2026-09-03,COR-003,SEC-0027,0,120,120,Yes,Emergency Reserve,Yes,2
BLK-000314,2026-09-03,COR-003,SEC-0027,120,240,120,Yes,Routine,Yes,1
BLK-000315,2026-09-03,COR-003,SEC-0027,240,360,120,Yes,Routine,Yes,2
BLK-000316,2026-09-03,COR-003,SEC-0027,360,480,120,Yes,Routine,No,1
BLK-000317,2026-09-03,COR-003,SEC-0027,480,600,120,Yes,Emergency Reserve,No,1
BLK-000318,2026-09-03,COR-003,SEC-0027,600,720,120,Yes,Routine,No,2
BLK-000319,2026-09-03,COR-003,SEC-0027,720,840,120,No,Routine,No,2
BLK-000320,2026-09-03,COR-003,SEC-0027,840,960,120,Yes,Routine,No,3
BLK-000321,2026-09-03,COR-003,SEC-0027,960,1080,120,No,Routine,No,3
BLK-000322,2026-09-03,COR-003,SEC-0027,1080,1200,120,Yes,Emergency Reserve,No,2
BLK-000323,2026-09-03,COR-003,SEC-0027,1200,1320,120,Yes,Planned,Yes,1
BLK-000324,2026-09-03,COR-003,SEC-0027,1320,1440,120,Yes,Routine,Yes,1
BLK-000325,2026-09-03,COR-003,SEC-0028,0,120,120,Yes,Planned,Yes,2
BLK-000326,2026-09-03,COR-003,SEC-0028,120,240,120,Yes,Planned,Yes,1
BLK-000327,2026-09-03,COR-003,SEC-0028,240,360,120,Yes,Routine,Yes,2
BLK-000328,2026-09-03,COR-003,SEC-0028,360,480,120,Yes,Planned,No,3
BLK-000329,2026-09-03,COR-003,SEC-0028,480,600,120,Yes,Planned,No,2
BLK-000330,2026-09-03,COR-003,SEC-0028,600,720,120,No,Planned,No,2
BLK-000331,2026-09-03,COR-003,SEC-0028,720,840,120,Yes,Planned,No,2
BLK-000332,2026-09-03,COR-003,SEC-0028,840,960,120,Yes,Emergency Reserve,No,2
BLK-000333,2026-09-03,COR-003,SEC-0028,960,1080,120,Yes,Planned,No,2
BLK-000334,2026-09-03,COR-003,SEC-0028,1080,1200,120,Yes,Planned,No,2
BLK-000335,2026-09-03,COR-003,SEC-0028,1200,1320,120,No,Planned,Yes,1
BLK-000336,2026-09-03,COR-003,SEC-0028,1320,1440,120,Yes,Planned,Yes,3
BLK-000337,2026-09-03,COR-003,SEC-0029,0,120,120,Yes,Routine,Yes,1
BLK-000338,2026-09-03,COR-003,SEC-0029,120,240,120,Yes,Planned,Yes,1
BLK-000339,2026-09-03,COR-003,SEC-0029,240,360,120,Yes,Planned,Yes,3
BLK-000340,2026-09-03,COR-003,SEC-0029,360,480,120,Yes,Planned,No,3
BLK-000341,2026-09-03,COR-003,SEC-0029,480,600,120,Yes,Planned,No,2
BLK-000342,2026-09-03,COR-003,SEC-0029,600,720,120,No,Routine,No,3
BLK-000343,2026-09-03,COR-003,SEC-0029,720,840,120,No,Emergency Reserve,No,1
BLK-000344,2026-09-03,COR-003,SEC-0029,840,960,120,Yes,Planned,No,3
BLK-000345,2026-09-03,COR-003,SEC-0029,960,1080,120,Yes,Emergency Reserve,No,1
BLK-000346,2026-09-03,COR-003,SEC-0029,1080,1200,120,Yes,Planned,No,1
BLK-000347,2026-09-03,COR-003,SEC-0029,1200,1320,120,Yes,Routine,Yes,1
BLK-000348,2026-09-03,COR-003,SEC-0029,1320,1440,120,Yes,Planned,Yes,2
BLK-000349,2026-09-03,COR-003,SEC-0030,0,120,120,Yes,Emergency Reserve,Yes,1
BLK-000350,2026-09-03,COR-003,SEC-0030,120,240,120,Yes,Routine,Yes,1
BLK-000351,2026-09-03,COR-003,SEC-0030,240,360,120,Yes,Planned,Yes,1
BLK-000352,2026-09-03,COR-003,SEC-0030,360,480,120,Yes,Planned,No,1
BLK-000353,2026-09-03,COR-003,SEC-0030,480,600,120,No,Routine,No,2
BLK-000354,2026-09-03,COR-003,SEC-0030,600,720,120,Yes,Routine,No,2
BLK-000355,2026-09-03,COR-003,SEC-0030,720,840,120,Yes,Planned,No,3
BLK-000356,2026-09-03,COR-003,SEC-0030,840,960,120,No,Planned,No,1
BLK-000357,2026-09-03,COR-003,SEC-0030,960,1080,120,No,Planned,No,1
BLK-000358,2026-09-03,COR-003,SEC-0030,1080,1200,120,No,Planned,No,3
BLK-000359,2026-09-03,COR-003,SEC-0030,1200,1320,120,Yes,Planned,Yes,2
BLK-000360,2026-09-03,COR-003,SEC-0030,1320,1440,120,Yes,Routine,Yes,1
BLK-000361,2026-09-03,COR-004,SEC-0031,0,120,120,Yes,Emergency Reserve,Yes,2
BLK-000362,2026-09-03,COR-004,SEC-0031,120,240,120,Yes,Routine,Yes,2
BLK-000363,2026-09-03,COR-004,SEC-0031,240,360,120,Yes,Planned,Yes,1
BLK-000364,2026-09-03,COR-004,SEC-0031,360,480,120,Yes,Routine,No,1
BLK-000365,2026-09-03,COR-004,SEC-0031,480,600,120,Yes,Routine,No,2
BLK-000366,2026-09-03,COR-004,SEC-0031,600,720,120,No,Routine,No,1
BLK-000367,2026-09-03,COR-004,SEC-0031,720,840,120,No,Routine,No,2
BLK-000368,2026-09-03,COR-004,SEC-0031,840,960,120,No,Routine,No,3
BLK-000369,2026-09-03,COR-004,SEC-0031,960,1080,120,Yes,Planned,No,3
BLK-000370,2026-09-03,COR-004,SEC-0031,1080,1200,120,Yes,Routine,No,2
BLK-000371,2026-09-03,COR-004,SEC-0031,1200,1320,120,Yes,Planned,Yes,2
BLK-000372,2026-09-03,COR-004,SEC-0031,1320,1440,120,Yes,Routine,Yes,2
BLK-000373,2026-09-03,COR-004,SEC-0032,0,120,120,Yes,Planned,Yes,2
BLK-000374,2026-09-03,COR-004,SEC-0032,120,240,120,Yes,Planned,Yes,2
BLK-000375,2026-09-03,COR-004,SEC-0032,240,360,120,Yes,Planned,Yes,3
BLK-000376,2026-09-03,COR-004,SEC-0032,360,480,120,Yes,Planned,No,2
BLK-000377,2026-09-03,COR-004,SEC-0032,480,600,120,Yes,Planned,No,3
BLK-000378,2026-09-03,COR-004,SEC-0032,600,720,120,Yes,Planned,No,1
BLK-000379,2026-09-03,COR-004,SEC-0032,720,840,120,Yes,Planned,No,1
BLK-000380,2026-09-03,COR-004,SEC-0032,840,960,120,Yes,Routine,No,3
BLK-000381,2026-09-03,COR-004,SEC-0032,960,1080,120,Yes,Routine,No,2
BLK-000382,2026-09-03,COR-004,SEC-0032,1080,1200,120,Yes,Planned,No,1
BLK-000383,2026-09-03,COR-004,SEC-0032,1200,1320,120,Yes,Emergency Reserve,Yes,2
BLK-000384,2026-09-03,COR-004,SEC-0032,1320,1440,120,Yes,Emergency Reserve,Yes,2
BLK-000385,2026-09-03,COR-004,SEC-0033,0,120,120,No,Emergency Reserve,Yes,2
BLK-000386,2026-09-03,COR-004,SEC-0033,120,240,120,No,Planned,Yes,2
BLK-000387,2026-09-03,COR-004,SEC-0033,240,360,120,Yes,Routine,Yes,1
BLK-000388,2026-09-03,COR-004,SEC-0033,360,480,120,Yes,Planned,No,1
BLK-000389,2026-09-03,COR-004,SEC-0033,480,600,120,No,Planned,No,2
BLK-000390,2026-09-03,COR-004,SEC-0033,600,720,120,No,Routine,No,1
BLK-000391,2026-09-03,COR-004,SEC-0033,720,840,120,No,Planned,No,2
BLK-000392,2026-09-03,COR-004,SEC-0033,840,960,120,Yes,Emergency Reserve,No,1
BLK-000393,2026-09-03,COR-004,SEC-0033,960,1080,120,Yes,Planned,No,1
BLK-000394,2026-09-03,COR-004,SEC-0033,1080,1200,120,Yes,Planned,No,1
BLK-000395,2026-09-03,COR-004,SEC-0033,1200,1320,120,Yes,Routine,Yes,2
BLK-000396,2026-09-03,COR-004,SEC-0033,1320,1440,120,Yes,Routine,Yes,3
BLK-000397,2026-09-03,COR-004,SEC-0034,0,120,120,Yes,Routine,Yes,3
BLK-000398,2026-09-03,COR-004,SEC-0034,120,240,120,Yes,Routine,Yes,2
BLK-000399,2026-09-03,COR-004,SEC-0034,240,360,120,Yes,Planned,Yes,1
BLK-000400,2026-09-03,COR-004,SEC-0034,360,480,120,Yes,Planned,No,2
BLK-000401,2026-09-03,COR-004,SEC-0034,480,600,120,No,Routine,No,2
BLK-000402,2026-09-03,COR-004,SEC-0034,600,720,120,No,Planned,No,1
BLK-000403,2026-09-03,COR-004,SEC-0034,720,840,120,Yes,Planned,No,1
BLK-000404,2026-09-03,COR-004,SEC-0034,840,960,120,Yes,Routine,No,3
BLK-000405,2026-09-03,COR-004,SEC-0034,960,1080,120,Yes,Planned,No,2
BLK-000406,2026-09-03,COR-004,SEC-0034,1080,1200,120,Yes,Routine,No,2
BLK-000407,2026-09-03,COR-004,SEC-0034,1200,1320,120,Yes,Routine,Yes,3
BLK-000408,2026-09-03,COR-004,SEC-0034,1320,1440,120,Yes,Planned,Yes,2
BLK-000409,2026-09-03,COR-004,SEC-0035,0,120,120,Yes,Planned,Yes,1
BLK-000410,2026-09-03,COR-004,SEC-0035,120,240,120,Yes,Planned,Yes,3
BLK-000411,2026-09-03,COR-004,SEC-0035,240,360,120,Yes,Routine,Yes,2
BLK-000412,2026-09-03,COR-004,SEC-0035,360,480,120,Yes,Routine,No,2
BLK-000413,2026-09-03,COR-004,SEC-0035,480,600,120,No,Planned,No,1
BLK-000414,2026-09-03,COR-004,SEC-0035,600,720,120,Yes,Planned,No,1
BLK-000415,2026-09-03,COR-004,SEC-0035,720,840,120,Yes,Planned,No,3
BLK-000416,2026-09-03,COR-004,SEC-0035,840,960,120,Yes,Planned,No,2
BLK-000417,2026-09-03,COR-004,SEC-0035,960,1080,120,Yes,Planned,No,2
BLK-000418,2026-09-03,COR-004,SEC-0035,1080,1200,120,Yes,Planned,No,2
BLK-000419,2026-09-03,COR-004,SEC-0035,1200,1320,120,Yes,Routine,Yes,1
BLK-000420,2026-09-03,COR-004,SEC-0035,1320,1440,120,Yes,Planned,Yes,1
BLK-000421,2026-09-03,COR-004,SEC-0036,0,120,120,Yes,Planned,Yes,2
BLK-000422,2026-09-03,COR-004,SEC-0036,120,240,120,Yes,Planned,Yes,2
BLK-000423,2026-09-03,COR-004,SEC-0036,240,360,120,Yes,Planned,Yes,1
BLK-000424,2026-09-03,COR-004,SEC-0036,360,480,120,Yes,Planned,No,3
BLK-000425,2026-09-03,COR-004,SEC-0036,480,600,120,Yes,Planned,No,3
BLK-000426,2026-09-03,COR-004,SEC-0036,600,720,120,Yes,Planned,No,1
BLK-000427,2026-09-03,COR-004,SEC-0036,720,840,120,Yes,Planned,No,1
BLK-000428,2026-09-03,COR-004,SEC-0036,840,960,120,No,Planned,No,1
BLK-000429,2026-09-03,COR-004,SEC-0036,960,1080,120,Yes,Planned,No,2
BLK-000430,2026-09-03,COR-004,SEC-0036,1080,1200,120,Yes,Planned,No,3
BLK-000431,2026-09-03,COR-004,SEC-0036,1200,1320,120,Yes,Planned,Yes,3
BLK-000432,2026-09-03,COR-004,SEC-0036,1320,1440,120,Yes,Emergency Reserve,Yes,2
BLK-000433,2026-09-03,COR-004,SEC-0037,0,120,120,Yes,Routine,Yes,3
BLK-000434,2026-09-03,COR-004,SEC-0037,120,240,120,Yes,Emergency Reserve,Yes,3
BLK-000435,2026-09-03,COR-004,SEC-0037,240,360,120,Yes,Planned,Yes,3
BLK-000436,2026-09-03,COR-004,SEC-0037,360,480,120,Yes,Routine,No,3
BLK-000437,2026-09-03,COR-004,SEC-0037,480,600,120,Yes,Planned,No,2
BLK-000438,2026-09-03,COR-004,SEC-0037,600,720,120,No,Planned,No,1
BLK-000439,2026-09-03,COR-004,SEC-0037,720,840,120,No,Routine,No,2
BLK-000440,2026-09-03,COR-004,SEC-0037,840,960,120,Yes,Planned,No,1
BLK-000441,2026-09-03,COR-004,SEC-0037,960,1080,120,Yes,Planned,No,2
BLK-000442,2026-09-03,COR-004,SEC-0037,1080,1200,120,Yes,Routine,No,2
BLK-000443,2026-09-03,COR-004,SEC-0037,1200,1320,120,Yes,Emergency Reserve,Yes,3
BLK-000444,2026-09-03,COR-004,SEC-0037,1320,1440,120,Yes,Planned,Yes,2
BLK-000445,2026-09-03,COR-004,SEC-0038,0,120,120,No,Planned,Yes,1
BLK-000446,2026-09-03,COR-004,SEC-0038,120,240,120,Yes,Emergency Reserve,Yes,3
BLK-000447,2026-09-03,COR-004,SEC-0038,240,360,120,Yes,Planned,Yes,3
BLK-000448,2026-09-03,COR-004,SEC-0038,360,480,120,Yes,Planned,No,1
BLK-000449,2026-09-03,COR-004,SEC-0038,480,600,120,Yes,Emergency Reserve,No,2
BLK-000450,2026-09-03,COR-004,SEC-0038,600,720,120,Yes,Routine,No,1
BLK-000451,2026-09-03,COR-004,SEC-0038,720,840,120,Yes,Planned,No,1
BLK-000452,2026-09-03,COR-004,SEC-0038,840,960,120,Yes,Routine,No,2
BLK-000453,2026-09-03,COR-004,SEC-0038,960,1080,120,Yes,Planned,No,3
BLK-000454,2026-09-03,COR-004,SEC-0038,1080,1200,120,Yes,Planned,No,2
BLK-000455,2026-09-03,COR-004,SEC-0038,1200,1320,120,Yes,Planned,Yes,1
BLK-000456,2026-09-03,COR-004,SEC-0038,1320,1440,120,Yes,Planned,Yes,1
BLK-000457,2026-09-03,COR-004,SEC-0039,0,120,120,Yes,Planned,Yes,3
BLK-000458,2026-09-03,COR-004,SEC-0039,120,240,120,Yes,Planned,Yes,1
BLK-000459,2026-09-03,COR-004,SEC-0039,240,360,120,Yes,Planned,Yes,3
BLK-000460,2026-09-03,COR-004,SEC-0039,360,480,120,Yes,Planned,No,1
BLK-000461,2026-09-03,COR-004,SEC-0039,480,600,120,Yes,Planned,No,2
BLK-000462,2026-09-03,COR-004,SEC-0039,600,720,120,Yes,Routine,No,3
BLK-000463,2026-09-03,COR-004,SEC-0039,720,840,120,No,Routine,No,3
BLK-000464,2026-09-03,COR-004,SEC-0039,840,960,120,Yes,Routine,No,2
BLK-000465,2026-09-03,COR-004,SEC-0039,960,1080,120,Yes,Routine,No,1
BLK-000466,2026-09-03,COR-004,SEC-0039,1080,1200,120,Yes,Planned,No,1
BLK-000467,2026-09-03,COR-004,SEC-0039,1200,1320,120,Yes,Planned,Yes,2
BLK-000468,2026-09-03,COR-004,SEC-0039,1320,1440,120,Yes,Planned,Yes,1
BLK-000469,2026-09-03,COR-004,SEC-0040,0,120,120,Yes,Planned,Yes,1
BLK-000470,2026-09-03,COR-004,SEC-0040,120,240,120,Yes,Planned,Yes,1
BLK-000471,2026-09-03,COR-004,SEC-0040,240,360,120,Yes,Planned,Yes,3
BLK-000472,2026-09-03,COR-004,SEC-0040,360,480,120,Yes,Planned,No,1
BLK-000473,2026-09-03,COR-004,SEC-0040,480,600,120,Yes,Routine,No,2
BLK-000474,2026-09-03,COR-004,SEC-0040,600,720,120,No,Planned,No,2
BLK-000475,2026-09-03,COR-004,SEC-0040,720,840,120,Yes,Planned,No,1
BLK-000476,2026-09-03,COR-004,SEC-0040,840,960,120,Yes,Planned,No,3
BLK-000477,2026-09-03,COR-004,SEC-0040,960,1080,120,Yes,Routine,No,2
BLK-000478,2026-09-03,COR-004,SEC-0040,1080,1200,120,No,Planned,No,2
BLK-000479,2026-09-03,COR-004,SEC-0040,1200,1320,120,Yes,Emergency Reserve,Yes,2
BLK-000480,2026-09-03,COR-004,SEC-0040,1320,1440,120,No,Routine,Yes,1
BLK-000481,2026-09-03,COR-005,SEC-0041,0,120,120,Yes,Routine,Yes,2
BLK-000482,2026-09-03,COR-005,SEC-0041,120,240,120,No,Routine,Yes,3
BLK-000483,2026-09-03,COR-005,SEC-0041,240,360,120,Yes,Planned,Yes,1
BLK-000484,2026-09-03,COR-005,SEC-0041,360,480,120,Yes,Emergency Reserve,No,1
BLK-000485,2026-09-03,COR-005,SEC-0041,480,600,120,Yes,Routine,No,1
BLK-000486,2026-09-03,COR-005,SEC-0041,600,720,120,No,Emergency Reserve,No,1
BLK-000487,2026-09-03,COR-005,SEC-0041,720,840,120,Yes,Planned,No,1
BLK-000488,2026-09-03,COR-005,SEC-0041,840,960,120,Yes,Emergency Reserve,No,3
BLK-000489,2026-09-03,COR-005,SEC-0041,960,1080,120,Yes,Planned,No,2
BLK-000490,2026-09-03,COR-005,SEC-0041,1080,1200,120,Yes,Routine,No,1
BLK-000491,2026-09-03,COR-005,SEC-0041,1200,1320,120,Yes,Routine,Yes,2
BLK-000492,2026-09-03,COR-005,SEC-0041,1320,1440,120,Yes,Routine,Yes,2
BLK-000493,2026-09-03,COR-005,SEC-0042,0,120,120,Yes,Planned,Yes,1
BLK-000494,2026-09-03,COR-005,SEC-0042,120,240,120,Yes,Routine,Yes,1
BLK-000495,2026-09-03,COR-005,SEC-0042,240,360,120,Yes,Planned,Yes,1
BLK-000496,2026-09-03,COR-005,SEC-0042,360,480,120,Yes,Planned,No,1
BLK-000497,2026-09-03,COR-005,SEC-0042,480,600,120,No,Emergency Reserve,No,2
BLK-000498,2026-09-03,COR-005,SEC-0042,600,720,120,No,Planned,No,2
BLK-000499,2026-09-03,COR-005,SEC-0042,720,840,120,No,Planned,No,3
BLK-000500,2026-09-03,COR-005,SEC-0042,840,960,120,Yes,Planned,No,3
BLK-000501,2026-09-03,COR-005,SEC-0042,960,1080,120,Yes,Routine,No,2
BLK-000502,2026-09-03,COR-005,SEC-0042,1080,1200,120,Yes,Planned,No,2
BLK-000503,2026-09-03,COR-005,SEC-0042,1200,1320,120,Yes,Planned,Yes,1
BLK-000504,2026-09-03,COR-005,SEC-0042,1320,1440,120,Yes,Planned,Yes,1
BLK-000505,2026-09-03,COR-005,SEC-0043,0,120,120,Yes,Planned,Yes,2
BLK-000506,2026-09-03,COR-005,SEC-0043,120,240,120,Yes,Routine,Yes,2
BLK-000507,2026-09-03,COR-005,SEC-0043,240,360,120,Yes,Planned,Yes,2
BLK-000508,2026-09-03,COR-005,SEC-0043,360,480,120,Yes,Routine,No,3
BLK-000509,2026-09-03,COR-005,SEC-0043,480,600,120,No,Planned,No,2
BLK-000510,2026-09-03,COR-005,SEC-0043,600,720,120,No,Routine,No,1
BLK-000511,2026-09-03,COR-005,SEC-0043,720,840,120,Yes,Planned,No,2
BLK-000512,2026-09-03,COR-005,SEC-0043,840,960,120,Yes,Planned,No,3
BLK-000513,2026-09-03,COR-005,SEC-0043,960,1080,120,Yes,Routine,No,1
BLK-000514,2026-09-03,COR-005,SEC-0043,1080,1200,120,Yes,Routine,No,1
BLK-000515,2026-09-03,COR-005,SEC-0043,1200,1320,120,Yes,Planned,Yes,1
BLK-000516,2026-09-03,COR-005,SEC-0043,1320,1440,120,No,Planned,Yes,2
BLK-000517,2026-09-03,COR-005,SEC-0044,0,120,120,Yes,Planned,Yes,1
BLK-000518,2026-09-03,COR-005,SEC-0044,120,240,120,Yes,Routine,Yes,2
BLK-000519,2026-09-03,COR-005,SEC-0044,240,360,120,Yes,Routine,Yes,1
BLK-000520,2026-09-03,COR-005,SEC-0044,360,480,120,Yes,Routine,No,3
BLK-000521,2026-09-03,COR-005,SEC-0044,480,600,120,Yes,Planned,No,2
BLK-000522,2026-09-03,COR-005,SEC-0044,600,720,120,Yes,Emergency Reserve,No,2
BLK-000523,2026-09-03,COR-005,SEC-0044,720,840,120,No,Planned,No,2
BLK-000524,2026-09-03,COR-005,SEC-0044,840,960,120,Yes,Planned,No,2
BLK-000525,2026-09-03,COR-005,SEC-0044,960,1080,120,Yes,Routine,No,1
BLK-000526,2026-09-03,COR-005,SEC-0044,1080,1200,120,Yes,Planned,No,2
BLK-000527,2026-09-03,COR-005,SEC-0044,1200,1320,120,No,Planned,Yes,1
BLK-000528,2026-09-03,COR-005,SEC-0044,1320,1440,120,Yes,Routine,Yes,2
BLK-000529,2026-09-03,COR-005,SEC-0045,0,120,120,Yes,Planned,Yes,2
BLK-000530,2026-09-03,COR-005,SEC-0045,120,240,120,Yes,Emergency Reserve,Yes,1
BLK-000531,2026-09-03,COR-005,SEC-0045,240,360,120,No,Planned,Yes,1
BLK-000532,2026-09-03,COR-005,SEC-0045,360,480,120,Yes,Routine,No,1
BLK-000533,2026-09-03,COR-005,SEC-0045,480,600,120,Yes,Planned,No,2
BLK-000534,2026-09-03,COR-005,SEC-0045,600,720,120,Yes,Planned,No,1
BLK-000535,2026-09-03,COR-005,SEC-0045,720,840,120,No,Routine,No,1
BLK-000536,2026-09-03,COR-005,SEC-0045,840,960,120,Yes,Planned,No,1
BLK-000537,2026-09-03,COR-005,SEC-0045,960,1080,120,Yes,Planned,No,2
BLK-000538,2026-09-03,COR-005,SEC-0045,1080,1200,120,Yes,Routine,No,1
BLK-000539,2026-09-03,COR-005,SEC-0045,1200,1320,120,Yes,Planned,Yes,2
BLK-000540,2026-09-03,COR-005,SEC-0045,1320,1440,120,Yes,Planned,Yes,1
BLK-000541,2026-09-03,COR-005,SEC-0046,0,120,120,Yes,Planned,Yes,2
BLK-000542,2026-09-03,COR-005,SEC-0046,120,240,120,Yes,Emergency Reserve,Yes,1
BLK-000543,2026-09-03,COR-005,SEC-0046,240,360,120,Yes,Planned,Yes,2
BLK-000544,2026-09-03,COR-005,SEC-0046,360,480,120,Yes,Emergency Reserve,No,3
BLK-000545,2026-09-03,COR-005,SEC-0046,480,600,120,Yes,Planned,No,1
BLK-000546,2026-09-03,COR-005,SEC-0046,600,720,120,No,Planned,No,1
BLK-000547,2026-09-03,COR-005,SEC-0046,720,840,120,Yes,Routine,No,1
BLK-000548,2026-09-03,COR-005,SEC-0046,840,960,120,Yes,Planned,No,2
BLK-000549,2026-09-03,COR-005,SEC-0046,960,1080,120,Yes,Routine,No,3
BLK-000550,2026-09-03,COR-005,SEC-0046,1080,1200,120,Yes,Routine,No,2
BLK-000551,2026-09-03,COR-005,SEC-0046,1200,1320,120,Yes,Planned,Yes,2
BLK-000552,2026-09-03,COR-005,SEC-0046,1320,1440,120,Yes,Routine,Yes,2
BLK-000553,2026-09-03,COR-005,SEC-0047,0,120,120,Yes,Planned,Yes,2
BLK-000554,2026-09-03,COR-005,SEC-0047,120,240,120,Yes,Planned,Yes,2
BLK-000555,2026-09-03,COR-005,SEC-0047,240,360,120,No,Planned,Yes,1
BLK-000556,2026-09-03,COR-005,SEC-0047,360,480,120,Yes,Planned,No,2
BLK-000557,2026-09-03,COR-005,SEC-0047,480,600,120,Yes,Planned,No,2
BLK-000558,2026-09-03,COR-005,SEC-0047,600,720,120,Yes,Routine,No,2
BLK-000559,2026-09-03,COR-005,SEC-0047,720,840,120,Yes,Routine,No,2
BLK-000560,2026-09-03,COR-005,SEC-0047,840,960,120,Yes,Planned,No,1
BLK-000561,2026-09-03,COR-005,SEC-0047,960,1080,120,Yes,Routine,No,2
BLK-000562,2026-09-03,COR-005,SEC-0047,1080,1200,120,Yes,Planned,No,2
BLK-000563,2026-09-03,COR-005,SEC-0047,1200,1320,120,No,Emergency Reserve,Yes,2
BLK-000564,2026-09-03,COR-005,SEC-0047,1320,1440,120,Yes,Emergency Reserve,Yes,2
BLK-000565,2026-09-03,COR-005,SEC-0048,0,120,120,Yes,Planned,Yes,2
BLK-000566,2026-09-03,COR-005,SEC-0048,120,240,120,Yes,Planned,Yes,3
BLK-000567,2026-09-03,COR-005,SEC-0048,240,360,120,Yes,Planned,Yes,2
BLK-000568,2026-09-03,COR-005,SEC-0048,360,480,120,Yes,Emergency Reserve,No,2
BLK-000569,2026-09-03,COR-005,SEC-0048,480,600,120,Yes,Routine,No,2
BLK-000570,2026-09-03,COR-005,SEC-0048,600,720,120,No,Planned,No,2
BLK-000571,2026-09-03,COR-005,SEC-0048,720,840,120,No,Planned,No,2
BLK-000572,2026-09-03,COR-005,SEC-0048,840,960,120,No,Emergency Reserve,No,3
BLK-000573,2026-09-03,COR-005,SEC-0048,960,1080,120,Yes,Planned,No,2
BLK-000574,2026-09-03,COR-005,SEC-0048,1080,1200,120,Yes,Routine,No,2
BLK-000575,2026-09-03,COR-005,SEC-0048,1200,1320,120,Yes,Planned,Yes,1
BLK-000576,2026-09-03,COR-005,SEC-0048,1320,1440,120,Yes,Routine,Yes,3
BLK-000577,2026-09-03,COR-005,SEC-0049,0,120,120,Yes,Routine,Yes,2
BLK-000578,2026-09-03,COR-005,SEC-0049,120,240,120,Yes,Planned,Yes,1
BLK-000579,2026-09-03,COR-005,SEC-0049,240,360,120,Yes,Routine,Yes,1
BLK-000580,2026-09-03,COR-005,SEC-0049,360,480,120,Yes,Planned,No,1
BLK-000581,2026-09-03,COR-005,SEC-0049,480,600,120,Yes,Planned,No,3
BLK-000582,2026-09-03,COR-005,SEC-0049,600,720,120,Yes,Routine,No,3
BLK-000583,2026-09-03,COR-005,SEC-0049,720,840,120,Yes,Planned,No,2
BLK-000584,2026-09-03,COR-005,SEC-0049,840,960,120,Yes,Routine,No,1
BLK-000585,2026-09-03,COR-005,SEC-0049,960,1080,120,Yes,Planned,No,1
BLK-000586,2026-09-03,COR-005,SEC-0049,1080,1200,120,Yes,Planned,No,3
BLK-000587,2026-09-03,COR-005,SEC-0049,1200,1320,120,No,Routine,Yes,1
BLK-000588,2026-09-03,COR-005,SEC-0049,1320,1440,120,Yes,Routine,Yes,2
BLK-000589,2026-09-03,COR-005,SEC-0050,0,120,120,Yes,Planned,Yes,1
BLK-000590,2026-09-03,COR-005,SEC-0050,120,240,120,Yes,Routine,Yes,2
BLK-000591,2026-09-03,COR-005,SEC-0050,240,360,120,Yes,Routine,Yes,1
BLK-000592,2026-09-03,COR-005,SEC-0050,360,480,120,Yes,Planned,No,1
BLK-000593,2026-09-03,COR-005,SEC-0050,480,600,120,Yes,Routine,No,1
BLK-000594,2026-09-03,COR-005,SEC-0050,600,720,120,Yes,Routine,No,2
BLK-000595,2026-09-03,COR-005,SEC-0050,720,840,120,Yes,Routine,No,3
BLK-000596,2026-09-03,COR-005,SEC-0050,840,960,120,Yes,Planned,No,1
BLK-000597,2026-09-03,COR-005,SEC-0050,960,1080,120,Yes,Planned,No,2
BLK-000598,2026-09-03,COR-005,SEC-0050,1080,1200,120,Yes,Routine,No,2
BLK-000599,2026-09-03,COR-005,SEC-0050,1200,1320,120,Yes,Planned,Yes,1
BLK-000600,2026-09-03,COR-005,SEC-0050,1320,1440,120,Yes,Planned,Yes,3
BLK-000601,2026-09-03,COR-006,SEC-0051,0,120,120,Yes,Routine,Yes,2
BLK-000602,2026-09-03,COR-006,SEC-0051,120,240,120,Yes,Routine,Yes,2
BLK-000603,2026-09-03,COR-006,SEC-0051,240,360,120,No,Planned,Yes,1
BLK-000604,2026-09-03,COR-006,SEC-0051,360,480,120,Yes,Planned,No,2
BLK-000605,2026-09-03,COR-006,SEC-0051,480,600,120,Yes,Routine,No,3
BLK-000606,2026-09-03,COR-006,SEC-0051,600,720,120,Yes,Emergency Reserve,No,3
BLK-000607,2026-09-03,COR-006,SEC-0051,720,840,120,Yes,Routine,No,2
BLK-000608,2026-09-03,COR-006,SEC-0051,840,960,120,No,Routine,No,3
BLK-000609,2026-09-03,COR-006,SEC-0051,960,1080,120,Yes,Planned,No,1
